"","LocationKey","Parcel.Number","Property.Location","Closed.Roll.Year","Assessed.Land.Value","Assessed.Improvement.Value","simple415","completion_year","Use.Code","Use.Definition","Property.Class.Code","Property.Class.Code.Definition","Year.Property.Built","Property.Area","Assessor.Neighborhood.District","Assessor.Neighborhood.Code","Assessor.Neighborhood","Supervisor.District.x","Analysis.Neighborhood","Zip.Code","census_code","census_tract","Project.ID","Project.Status","Housing.Tenure","Planning.Case.Number","Section.415.Declaration","Actual.Estimated.Completion.Date","Number.of.Bathrooms","Number.of.Bedrooms","Number.of.Rooms","Number.of.Stories","Number.of.Units","Project.Units","Affordable.Units","Units.Subject.to.Section.415","On.Site.Affordable.Units","Off.Site.Affordable.Units","Off.Site.Affordable.Units.at.This.Site","SRO.Units","Studio.Units","X1bd.Units","X2bd.Units","X3bd.Units","X4bd.Units","X30..AMI","X50..AMI","X55..AMI","X60..AMI","X80..AMI","X90..AMI","X100..AMI","X120..AMI","X150..AMI"
"43540","(37.79529, -122.4175)","0184044","0000 1355 PACIFIC             AV0103",2016,408352,408352,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,862,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43626","(37.79529, -122.4175)","0184045","0000 1355 PACIFIC             AV0104",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1091,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43548","(37.79529, -122.4175)","0184045","0000 1355 PACIFIC             AV0104",2011,309432,295955,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1091,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43617","(37.79529, -122.4175)","0184045","0000 1355 PACIFIC             AV0104",2012,315620,301874,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1091,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43608","(37.79529, -122.4175)","0184045","0000 1355 PACIFIC             AV0104",2013,468180,312120,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1091,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43671","(37.79529, -122.4175)","0184045","0000 1355 PACIFIC             AV0104",2014,470304,313536,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1091,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43618","(37.79529, -122.4175)","0184045","0000 1355 PACIFIC             AV0104",2015,479700,319800,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1091,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43661","(37.79529, -122.4175)","0184045","0000 1355 PACIFIC             AV0104",2016,487014,324676,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1091,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43619","(37.79529, -122.4175)","0184046","0000 1355 PACIFIC             AV0105",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,975,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43597","(37.79529, -122.4175)","0184046","0000 1355 PACIFIC             AV0105",2011,276514,264470,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,975,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43546","(37.79529, -122.4175)","0184046","0000 1355 PACIFIC             AV0105",2012,282044,269759,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,975,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43667","(37.79529, -122.4175)","0184046","0000 1355 PACIFIC             AV0105",2013,452574,301716,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,975,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43681","(37.79529, -122.4175)","0184046","0000 1355 PACIFIC             AV0105",2014,454628,303085,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,975,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43638","(37.79529, -122.4175)","0184046","0000 1355 PACIFIC             AV0105",2015,463711,309140,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,975,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43539","(37.79529, -122.4175)","0184046","0000 1355 PACIFIC             AV0105",2016,470782,313854,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,975,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43584","(37.79529, -122.4175)","0184047","0000 1355 PACIFIC             AV0106",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1038,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43602","(37.79529, -122.4175)","0184047","0000 1355 PACIFIC             AV0106",2011,296265,283360,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1038,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43526","(37.79529, -122.4175)","0184047","0000 1355 PACIFIC             AV0106",2012,302190,289027,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1038,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43586","(37.79529, -122.4175)","0184047","0000 1355 PACIFIC             AV0106",2013,468180,312120,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1038,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43664","(37.79529, -122.4175)","0184047","0000 1355 PACIFIC             AV0106",2014,470305,313537,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1038,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43631","(37.79529, -122.4175)","0184047","0000 1355 PACIFIC             AV0106",2015,479701,319801,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1038,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43643","(37.79529, -122.4175)","0184047","0000 1355 PACIFIC             AV0106",2016,487016,324677,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1038,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43670","(37.79529, -122.4175)","0184048","0000 1355 PACIFIC             AV0201",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,849,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,0,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43566","(37.79529, -122.4175)","0184048","0000 1355 PACIFIC             AV0201",2011,237012,226688,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,849,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,0,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43563","(37.79529, -122.4175)","0184048","0000 1355 PACIFIC             AV0201",2012,241752,231221,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,849,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,0,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43590","(37.79529, -122.4175)","0184048","0000 1355 PACIFIC             AV0201",2013,390150,260100,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,849,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,0,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43556","(37.79529, -122.4175)","0184048","0000 1355 PACIFIC             AV0201",2014,391921,261280,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,849,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,0,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43688","(37.79529, -122.4175)","0184048","0000 1355 PACIFIC             AV0201",2015,399751,266500,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,849,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,0,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43689","(37.79529, -122.4175)","0184048","0000 1355 PACIFIC             AV0201",2016,405847,270564,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,849,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,0,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43673","(37.79529, -122.4175)","0184049","0000 1355 PACIFIC             AV0202",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1137,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43593","(37.79529, -122.4175)","0184049","0000 1355 PACIFIC             AV0202",2011,322600,308549,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1137,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43578","(37.79529, -122.4175)","0184049","0000 1355 PACIFIC             AV0202",2012,329052,314719,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1137,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43577","(37.79529, -122.4175)","0184049","0000 1355 PACIFIC             AV0202",2013,505634,337089,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1137,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43628","(37.79529, -122.4175)","0184049","0000 1355 PACIFIC             AV0202",2014,507929,338619,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1137,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43558","(37.79529, -122.4175)","0184049","0000 1355 PACIFIC             AV0202",2015,518077,345384,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1137,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43543","(37.79529, -122.4175)","0184049","0000 1355 PACIFIC             AV0202",2016,525977,350651,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1137,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43596","(37.79529, -122.4175)","0184050","0000 1355 PACIFIC             AV0203",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","ZBM","Condominium BMR",2010,877,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43687","(37.79529, -122.4175)","0184050","0000 1355 PACIFIC             AV0203",2011,250179,239283,"On-site BMR Project",2010,"SRES","Single Family Residential","ZBM","Condominium BMR",2010,877,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43620","(37.79529, -122.4175)","0184050","0000 1355 PACIFIC             AV0203",2012,126045,126044,"On-site BMR Project",2010,"SRES","Single Family Residential","ZBM","Condominium BMR",2010,877,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43557","(37.79529, -122.4175)","0184050","0000 1355 PACIFIC             AV0203",2013,128565,128564,"On-site BMR Project",2010,"SRES","Single Family Residential","ZBM","Condominium BMR",2010,877,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43630","(37.79529, -122.4175)","0184050","0000 1355 PACIFIC             AV0203",2014,129148,129147,"On-site BMR Project",2010,"SRES","Single Family Residential","ZBM","Condominium BMR",2010,877,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43601","(37.79529, -122.4175)","0184050","0000 1355 PACIFIC             AV0203",2015,131728,131727,"On-site BMR Project",2010,"SRES","Single Family Residential","ZBM","Condominium BMR",2010,877,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43529","(37.79529, -122.4175)","0184050","0000 1355 PACIFIC             AV0203",2016,133736,133735,"On-site BMR Project",2010,"SRES","Single Family Residential","ZBM","Condominium BMR",2010,877,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43677","(37.79529, -122.4175)","0184051","0000 1355 PACIFIC             AV0204",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1119,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43656","(37.79529, -122.4175)","0184051","0000 1355 PACIFIC             AV0204",2011,316015,302252,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1119,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43550","(37.79529, -122.4175)","0184051","0000 1355 PACIFIC             AV0204",2012,322335,308297,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1119,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43636","(37.79529, -122.4175)","0184051","0000 1355 PACIFIC             AV0204",2013,499392,332928,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1119,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43580","(37.79529, -122.4175)","0184051","0000 1355 PACIFIC             AV0204",2014,501659,334439,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1119,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43674","(37.79529, -122.4175)","0184051","0000 1355 PACIFIC             AV0204",2015,511682,341121,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1119,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43603","(37.79529, -122.4175)","0184051","0000 1355 PACIFIC             AV0204",2016,519485,346323,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1119,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43640","(37.79529, -122.4175)","0184052","0000 1355 PACIFIC             AV0205",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1016,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
